new_seg_id,seg_id,deb,clip,st_frm,st_sec,fid,ed_vote,change,side,fold,dur_sec
924,917,150718,94,89,44.5,1,0.76,0.17,0,4,235
925,918,150718,94,115,57.5,1,0.76,0.17,0,4,235
926,919,150718,94,149,74.5,1,0.76,0.17,0,4,235
927,920,150718,94,175,87.5,1,0.76,0.17,0,4,235
928,921,150718,94,207,103.5,1,0.76,0.17,0,4,235
929,922,150718,94,233,116.5,1,0.76,0.17,0,4,235
930,923,150718,94,263,131.5,1,0.76,0.17,0,4,235
931,924,150718,94,292,146,1,0.76,0.17,0,4,235
932,925,150718,94,320,160,1,0.76,0.17,0,4,235
933,926,150718,94,353,176.5,1,0.76,0.17,0,4,235
934,927,150718,94,382,191,1,0.76,0.17,0,4,235
935,928,150718,94,419,209.5,1,0.76,0.17,0,4,235
936,2303,150718,94,447,223.5,1,0.76,0.17,0,4,235
937,929,150718,95,8,4,2,0.55,0.31,1,4,186
938,930,150718,95,36,18,2,0.55,0.31,1,4,186
939,931,150718,95,66,33,2,0.55,0.31,1,4,186
940,932,150718,95,98,49,2,0.55,0.31,1,4,186
941,933,150718,95,131,65.5,2,0.55,0.31,1,4,186
942,934,150718,95,158,79,2,0.55,0.31,1,4,186
943,935,150718,95,191,95.5,2,0.55,0.31,1,4,186
944,936,150718,95,217,108.5,2,0.55,0.31,1,4,186
945,937,150718,95,249,124.5,2,0.55,0.31,1,4,186
946,938,150718,95,283,141.5,2,0.55,0.31,1,4,186
947,939,150718,95,313,156.5,2,0.55,0.31,1,4,186
948,940,150718,95,346,173,2,0.55,0.31,1,4,186
949,941,150718,96,2,1,3,0.53,0.08,0,4,202
950,942,150718,96,33,16.5,3,0.53,0.08,0,4,202
951,943,150718,96,62,31,3,0.53,0.08,0,4,202
952,944,150718,96,94,47,3,0.53,0.08,0,4,202
953,945,150718,96,125,62.5,3,0.53,0.08,0,4,202
954,946,150718,96,155,77.5,3,0.53,0.08,0,4,202
955,947,150718,96,183,91.5,3,0.53,0.08,0,4,202
956,948,150718,96,212,106,3,0.53,0.08,0,4,202
957,949,150718,96,241,120.5,3,0.53,0.08,0,4,202
958,950,150718,96,276,138,3,0.53,0.08,0,4,202
959,951,150718,96,307,153.5,3,0.53,0.08,0,4,202
960,952,150718,96,344,172,3,0.53,0.08,0,4,202
961,2304,150718,96,378,189,3,0.53,0.08,0,4,202
962,953,150718,97,8,4,4,0.61,0.2,1,4,276
963,954,150718,97,39,19.5,4,0.61,0.2,1,4,276
964,955,150718,97,73,36.5,4,0.61,0.2,1,4,276
965,956,150718,97,102,51,4,0.61,0.2,1,4,276
966,957,150718,97,133,66.5,4,0.61,0.2,1,4,276
967,958,150718,97,164,82,4,0.61,0.2,1,4,276
968,959,150718,97,195,97.5,4,0.61,0.2,1,4,276
969,960,150718,97,229,114.5,4,0.61,0.2,1,4,276
970,961,150718,97,254,127,4,0.61,0.2,1,4,276
971,962,150718,97,288,144,4,0.61,0.2,1,4,276
972,963,150718,97,320,160,4,0.61,0.2,1,4,276
973,964,150718,97,348,174,4,0.61,0.2,1,4,276
974,965,150718,97,375,187.5,4,0.61,0.2,1,4,276
975,966,150718,97,408,204,4,0.61,0.2,1,4,276
976,967,150718,97,439,219.5,4,0.61,0.2,1,4,276
977,968,150718,97,474,237,4,0.61,0.2,1,4,276
978,969,150718,97,509,254.5,4,0.61,0.2,1,4,276
979,2305,150718,97,540,270,4,0.61,0.2,1,4,276
980,2306,150718,98,14,7,5,0.8,0.39,0,4,199
981,970,150718,98,20,10,5,0.8,0.39,0,4,199
982,971,150718,98,59,29.5,5,0.8,0.39,0,4,199
983,972,150718,98,101,50.5,5,0.8,0.39,0,4,199
984,973,150718,98,129,64.5,5,0.8,0.39,0,4,199
985,974,150718,98,157,78.5,5,0.8,0.39,0,4,199
986,975,150718,98,188,94,5,0.8,0.39,0,4,199
987,976,150718,98,221,110.5,5,0.8,0.39,0,4,199
988,977,150718,98,250,125,5,0.8,0.39,0,4,199
989,978,150718,98,278,139,5,0.8,0.39,0,4,199
990,979,150718,98,311,155.5,5,0.8,0.39,0,4,199
991,980,150718,98,341,170.5,5,0.8,0.39,0,4,199
992,2307,150718,98,371,185.5,5,0.8,0.39,0,4,199
993,981,150718,99,6,3,6,0.28,0.08,1,4,171
994,982,150718,99,38,19,6,0.28,0.08,1,4,171
995,983,150718,99,73,36.5,6,0.28,0.08,1,4,171
996,984,150718,99,109,54.5,6,0.28,0.08,1,4,171
997,985,150718,99,137,68.5,6,0.28,0.08,1,4,171
998,986,150718,99,170,85,6,0.28,0.08,1,4,171
999,987,150718,99,198,99,6,0.28,0.08,1,4,171
1000,988,150718,99,226,113,6,0.28,0.08,1,4,171
1001,989,150718,99,257,128.5,6,0.28,0.08,1,4,171
1002,990,150718,99,292,146,6,0.28,0.08,1,4,171
1003,991,150718,99,323,161.5,6,0.28,0.08,1,4,171
1004,33,150718,100,2,1,7,0.45,0.17,1,4,111
1005,877,150718,100,34,17,7,0.45,0.17,1,4,111
1006,878,150718,100,70,35,7,0.45,0.17,1,4,111
1007,879,150718,100,113,56.5,7,0.45,0.17,1,4,111
1008,880,150718,100,152,76,7,0.45,0.17,1,4,111
1009,881,150718,100,182,91,7,0.45,0.17,1,4,111
1010,2293,150718,100,211,105.5,7,0.45,0.17,1,4,111
1011,2294,150718,101,17,8.5,8,0.79,0.24,0,4,84
1012,882,150718,101,25,12.5,8,0.79,0.24,0,4,84
1013,883,150718,101,52,26,8,0.79,0.24,0,4,84
1014,884,150718,101,78,39,8,0.79,0.24,0,4,84
1015,885,150718,101,101,50.5,8,0.79,0.24,0,4,84
1016,886,150718,101,128,64,8,0.79,0.24,0,4,84
1017,2295,150718,101,154,77,8,0.79,0.24,0,4,84
1018,2296,150718,102,11,5.5,9,0.24,0.03,1,4,39
1019,887,150718,102,16,8,9,0.24,0.03,1,4,39
1020,2297,150718,102,51,25.5,9,0.24,0.03,1,4,39
1021,888,150718,103,11,5.5,3,0.8,0.04,0,4,69
1022,889,150718,103,42,21,3,0.8,0.04,0,4,69
1023,890,150718,103,71,35.5,3,0.8,0.04,0,4,69
1024,891,150718,103,106,53,3,0.8,0.04,0,4,69
1025,892,150718,104,2,1,10,0.81,0.01,0,4,37
1026,893,150718,104,29,14.5,10,0.81,0.01,0,4,37
1027,2299,150718,104,57,28.5,10,0.81,0.01,0,4,37
1028,894,150718,105,7,3.5,11,0.36,0.17,1,4,159
1029,895,150718,105,40,20,11,0.36,0.17,1,4,159
1030,896,150718,105,71,35.5,11,0.36,0.17,1,4,159
1031,897,150718,105,106,53,11,0.36,0.17,1,4,159
1032,898,150718,105,143,71.5,11,0.36,0.17,1,4,159
1033,899,150718,105,172,86,11,0.36,0.17,1,4,159
1034,900,150718,105,206,103,11,0.36,0.17,1,4,159
1035,901,150718,105,233,116.5,11,0.36,0.17,1,4,159
1036,902,150718,105,264,132,11,0.36,0.17,1,4,159
1037,2300,150718,105,297,148.5,11,0.36,0.17,1,4,159
1038,34,150724,107,2,1,0,0.35,0.12,0,8,217
1039,992,150724,107,35,17.5,0,0.35,0.12,0,8,217
1040,993,150724,107,64,32,0,0.35,0.12,0,8,217
1041,994,150724,107,99,49.5,0,0.35,0.12,0,8,217
1042,995,150724,107,128,64,0,0.35,0.12,0,8,217
1043,996,150724,107,157,78.5,0,0.35,0.12,0,8,217
1044,997,150724,107,189,94.5,0,0.35,0.12,0,8,217
1045,998,150724,107,218,109,0,0.35,0.12,0,8,217
1046,999,150724,107,253,126.5,0,0.35,0.12,0,8,217
1047,1000,150724,107,280,140,0,0.35,0.12,0,8,217
1048,1001,150724,107,309,154.5,0,0.35,0.12,0,8,217
1049,1002,150724,107,338,169,0,0.35,0.12,0,8,217
1050,1003,150724,107,364,182,0,0.35,0.12,0,8,217
1051,1004,150724,107,387,193.5,0,0.35,0.12,0,8,217
1052,2308,150724,107,414,207,0,0.35,0.12,0,8,217
1053,1005,150724,108,7,3.5,1,0.81,0.13,1,8,215
1054,1006,150724,108,38,19,1,0.81,0.13,1,8,215
1055,1007,150724,108,63,31.5,1,0.81,0.13,1,8,215
1056,1008,150724,108,93,46.5,1,0.81,0.13,1,8,215
1057,1009,150724,108,126,63,1,0.81,0.13,1,8,215
1058,1010,150724,108,155,77.5,1,0.81,0.13,1,8,215
1059,1011,150724,108,187,93.5,1,0.81,0.13,1,8,215
1060,1012,150724,108,218,109,1,0.81,0.13,1,8,215
1061,1013,150724,108,250,125,1,0.81,0.13,1,8,215
1062,1014,150724,108,277,138.5,1,0.81,0.13,1,8,215
1063,1015,150724,108,305,152.5,1,0.81,0.13,1,8,215
1064,1016,150724,108,331,165.5,1,0.81,0.13,1,8,215
1065,1017,150724,108,357,178.5,1,0.81,0.13,1,8,215
1066,1018,150724,108,388,194,1,0.81,0.13,1,8,215
1067,2310,150724,109,17,8.5,2,0.37,0.14,0,8,168
1068,1019,150724,109,22,11,2,0.37,0.14,0,8,168
1069,1020,150724,109,52,26,2,0.37,0.14,0,8,168
1070,1021,150724,109,79,39.5,2,0.37,0.14,0,8,168
1071,1022,150724,109,109,54.5,2,0.37,0.14,0,8,168
1072,1023,150724,109,147,73.5,2,0.37,0.14,0,8,168
1073,1024,150724,109,179,89.5,2,0.37,0.14,0,8,168
1074,1025,150724,109,213,106.5,2,0.37,0.14,0,8,168
1075,1026,150724,109,245,122.5,2,0.37,0.14,0,8,168
1076,1027,150724,109,273,136.5,2,0.37,0.14,0,8,168
1077,2311,150724,109,300,150,2,0.37,0.14,0,8,168
1078,1028,150724,110,7,3.5,3,0.6,0.37,1,8,224
1079,1029,150724,110,34,17,3,0.6,0.37,1,8,224
1080,1030,150724,110,60,30,3,0.6,0.37,1,8,224
1081,1031,150724,110,95,47.5,3,0.6,0.37,1,8,224
1082,1032,150724,110,128,64,3,0.6,0.37,1,8,224
1083,1033,150724,110,160,80,3,0.6,0.37,1,8,224
1084,1034,150724,110,193,96.5,3,0.6,0.37,1,8,224
1085,1035,150724,110,223,111.5,3,0.6,0.37,1,8,224
1086,1036,150724,110,260,130,3,0.6,0.37,1,8,224
1087,1037,150724,110,291,145.5,3,0.6,0.37,1,8,224
1088,1038,150724,110,320,160,3,0.6,0.37,1,8,224
1089,1039,150724,110,355,177.5,3,0.6,0.37,1,8,224
1090,1040,150724,110,386,193,3,0.6,0.37,1,8,224
1091,2312,150724,110,420,210,3,0.6,0.37,1,8,224
1092,1041,150724,111,6,3,4,0.71,0.27,0,8,227
1093,1042,150724,111,33,16.5,4,0.71,0.27,0,8,227
1094,1043,150724,111,62,31,4,0.71,0.27,0,8,227
1095,1044,150724,111,90,45,4,0.71,0.27,0,8,227
1096,1045,150724,111,126,63,4,0.71,0.27,0,8,227
1097,1046,150724,111,154,77,4,0.71,0.27,0,8,227
1098,1047,150724,111,184,92,4,0.71,0.27,0,8,227
1099,1048,150724,111,223,111.5,4,0.71,0.27,0,8,227
1100,1049,150724,111,255,127.5,4,0.71,0.27,0,8,227
1101,1050,150724,111,286,143,4,0.71,0.27,0,8,227
1102,1051,150724,111,317,158.5,4,0.71,0.27,0,8,227
1103,1052,150724,111,346,173,4,0.71,0.27,0,8,227
1104,1053,150724,111,371,185.5,4,0.71,0.27,0,8,227
1105,1054,150724,111,400,200,4,0.71,0.27,0,8,227
1106,2313,150724,111,426,213,4,0.71,0.27,0,8,227
1107,1055,150724,112,8,4,5,0.54,0.25,1,8,182
1108,1056,150724,112,36,18,5,0.54,0.25,1,8,182
1109,1057,150724,112,67,33.5,5,0.54,0.25,1,8,182
1110,1058,150724,112,99,49.5,5,0.54,0.25,1,8,182
1111,1059,150724,112,126,63,5,0.54,0.25,1,8,182
1112,1060,150724,112,159,79.5,5,0.54,0.25,1,8,182
1113,1061,150724,112,186,93,5,0.54,0.25,1,8,182
1114,1062,150724,112,212,106,5,0.54,0.25,1,8,182
1115,1063,150724,112,243,121.5,5,0.54,0.25,1,8,182
1116,1064,150724,112,271,135.5,5,0.54,0.25,1,8,182
1117,1065,150724,112,304,152,5,0.54,0.25,1,8,182
1118,1066,150724,112,334,167,5,0.54,0.25,1,8,182
1119,2314,150724,113,21,10.5,4,0.56,0.1,0,8,35
1120,1067,150724,113,28,14,4,0.56,0.1,0,8,35
1121,2315,150724,113,61,30.5,4,0.56,0.1,0,8,35
1122,1068,150724,114,25,12.5,5,0.47,0.03,1,8,49
1123,1069,150724,114,55,27.5,5,0.47,0.03,1,8,49
1124,2317,150724,114,82,41,5,0.47,0.03,1,8,49
1125,2318,150724,115,11,5.5,6,0.66,0.13,0,8,152
1126,1070,150724,115,17,8.5,6,0.66,0.13,0,8,152
1127,1071,150724,115,45,22.5,6,0.66,0.13,0,8,152
1128,1072,150724,115,78,39,6,0.66,0.13,0,8,152
1129,1073,150724,115,107,53.5,6,0.66,0.13,0,8,152
1130,1074,150724,115,142,71,6,0.66,0.13,0,8,152
1131,1075,150724,115,175,87.5,6,0.66,0.13,0,8,152
1132,1076,150724,115,200,100,6,0.66,0.13,0,8,152
1133,1077,150724,115,234,117,6,0.66,0.13,0,8,152
1134,1078,150724,115,261,130.5,6,0.66,0.13,0,8,152
1135,2319,150724,115,295,147.5,6,0.66,0.13,0,8,152
1136,2320,150724,116,13,6.5,7,0.47,0.13,1,8,90
1137,1079,150724,116,19,9.5,7,0.47,0.13,1,8,90
1138,1080,150724,116,51,25.5,7,0.47,0.13,1,8,90
1139,1081,150724,116,78,39,7,0.47,0.13,1,8,90
1140,1082,150724,116,110,55,7,0.47,0.13,1,8,90
1141,1083,150724,116,146,73,7,0.47,0.13,1,8,90
1142,2322,150724,117,19,9.5,8,0.55,0.02,0,8,99
1143,1084,150724,117,28,14,8,0.55,0.02,0,8,99
1144,1085,150724,117,65,32.5,8,0.55,0.02,0,8,99
1145,1086,150724,117,95,47.5,8,0.55,0.02,0,8,99
1146,1087,150724,117,122,61,8,0.55,0.02,0,8,99
1147,1088,150724,117,153,76.5,8,0.55,0.02,0,8,99
1148,2323,150724,117,186,93,8,0.55,0.02,0,8,99
1149,1089,150724,118,22,11,3,0.6,0.15,1,8,56
1150,1090,150724,118,51,25.5,3,0.6,0.15,1,8,56
1151,1091,150724,118,78,39,3,0.6,0.15,1,8,56
1152,35,150725,120,2,1,0,0.73,0.1,0,2,163
1153,1093,150725,120,33,16.5,0,0.73,0.1,0,2,163
1154,1094,150725,120,55,27.5,0,0.73,0.1,0,2,163
1155,1095,150725,120,91,45.5,0,0.73,0.1,0,2,163
1156,1096,150725,120,126,63,0,0.73,0.1,0,2,163
1157,1097,150725,120,155,77.5,0,0.73,0.1,0,2,163
1158,1098,150725,120,184,92,0,0.73,0.1,0,2,163
1159,1099,150725,120,217,108.5,0,0.73,0.1,0,2,163
1160,1100,150725,120,247,123.5,0,0.73,0.1,0,2,163
1161,1101,150725,120,285,142.5,0,0.73,0.1,0,2,163
1162,2325,150725,121,23,11.5,1,0.1,-0.17,1,2,120
1163,1102,150725,121,29,14.5,1,0.1,-0.17,1,2,120
1164,1103,150725,121,64,32,1,0.1,-0.17,1,2,120
1165,1104,150725,121,95,47.5,1,0.1,-0.17,1,2,120
1166,1105,150725,121,125,62.5,1,0.1,-0.17,1,2,120
1167,1106,150725,121,153,76.5,1,0.1,-0.17,1,2,120
1168,1107,150725,121,179,89.5,1,0.1,-0.17,1,2,120
1169,1108,150725,121,212,106,1,0.1,-0.17,1,2,120
1170,1109,150725,122,2,1,2,0.93,0.03,0,2,128
1171,1110,150725,122,31,15.5,2,0.93,0.03,0,2,128
1172,1111,150725,122,59,29.5,2,0.93,0.03,0,2,128
1173,1112,150725,122,88,44,2,0.93,0.03,0,2,128
1174,1113,150725,122,119,59.5,2,0.93,0.03,0,2,128
1175,1114,150725,122,145,72.5,2,0.93,0.03,0,2,128
1176,1115,150725,122,172,86,2,0.93,0.03,0,2,128
1177,1116,150725,122,199,99.5,2,0.93,0.03,0,2,128
1178,1117,150725,122,230,115,2,0.93,0.03,0,2,128
1179,1118,150725,123,3,1.5,3,0.34,0.27,1,2,219
1180,1119,150725,123,38,19,3,0.34,0.27,1,2,219
1181,1120,150725,123,72,36,3,0.34,0.27,1,2,219
1182,1121,150725,123,111,55.5,3,0.34,0.27,1,2,219
1183,1122,150725,123,148,74,3,0.34,0.27,1,2,219
1184,1123,150725,123,183,91.5,3,0.34,0.27,1,2,219
1185,1124,150725,123,218,109,3,0.34,0.27,1,2,219
1186,1125,150725,123,258,129,3,0.34,0.27,1,2,219
1187,1126,150725,123,290,145,3,0.34,0.27,1,2,219
1188,1127,150725,123,321,160.5,3,0.34,0.27,1,2,219
1189,1128,150725,123,357,178.5,3,0.34,0.27,1,2,219
1190,1129,150725,123,386,193,3,0.34,0.27,1,2,219
1191,2326,150725,123,417,208.5,3,0.34,0.27,1,2,219
1192,1130,150725,124,7,3.5,4,0.9,0.24,0,2,260
1193,1131,150725,124,34,17,4,0.9,0.24,0,2,260
1194,1132,150725,124,58,29,4,0.9,0.24,0,2,260
1195,1133,150725,124,87,43.5,4,0.9,0.24,0,2,260
1196,1134,150725,124,116,58,4,0.9,0.24,0,2,260
1197,1135,150725,124,149,74.5,4,0.9,0.24,0,2,260
1198,1136,150725,124,179,89.5,4,0.9,0.24,0,2,260
1199,1137,150725,124,207,103.5,4,0.9,0.24,0,2,260
1200,1138,150725,124,237,118.5,4,0.9,0.24,0,2,260
1201,1139,150725,124,270,135,4,0.9,0.24,0,2,260
1202,1140,150725,124,299,149.5,4,0.9,0.24,0,2,260
1203,1141,150725,124,327,163.5,4,0.9,0.24,0,2,260
1204,1142,150725,124,355,177.5,4,0.9,0.24,0,2,260
1205,1143,150725,124,380,190,4,0.9,0.24,0,2,260
1206,1144,150725,124,411,205.5,4,0.9,0.24,0,2,260
1207,1145,150725,124,443,221.5,4,0.9,0.24,0,2,260
1208,1146,150725,124,475,237.5,4,0.9,0.24,0,2,260
1209,2327,150725,124,507,253.5,4,0.9,0.24,0,2,260
1210,2328,150725,125,14,7,3,0.3,0.2,1,2,51
1211,1147,150725,125,19,9.5,3,0.3,0.2,1,2,51
1212,1148,150725,125,51,25.5,3,0.3,0.2,1,2,51
1213,2329,150725,125,76,38,3,0.3,0.2,1,2,51
1214,2330,150725,126,7,3.5,5,0.5,0,1,2,172
1215,1149,150725,126,14,7,5,0.5,0,1,2,172
1216,1150,150725,126,45,22.5,5,0.5,0,1,2,172
1217,1151,150725,126,80,40,5,0.5,0,1,2,172
1218,1152,150725,126,116,58,5,0.5,0,1,2,172
1219,1153,150725,126,147,73.5,5,0.5,0,1,2,172
1220,1154,150725,126,175,87.5,5,0.5,0,1,2,172
1221,1155,150725,126,203,101.5,5,0.5,0,1,2,172
1222,1156,150725,126,225,112.5,5,0.5,0,1,2,172
1223,1157,150725,126,249,124.5,5,0.5,0,1,2,172
1224,1158,150725,126,279,139.5,5,0.5,0,1,2,172
1225,1159,150725,126,310,155,5,0.5,0,1,2,172
1226,1160,150725,127,2,1,6,0.61,0.12,0,2,117
1227,1161,150725,127,30,15,6,0.61,0.12,0,2,117
1228,1162,150725,127,64,32,6,0.61,0.12,0,2,117
1229,1163,150725,127,91,45.5,6,0.61,0.12,0,2,117
1230,1164,150725,127,115,57.5,6,0.61,0.12,0,2,117
1231,1165,150725,127,147,73.5,6,0.61,0.12,0,2,117
1232,1166,150725,127,176,88,6,0.61,0.12,0,2,117
1233,1167,150725,127,205,102.5,6,0.61,0.12,0,2,117
1234,13,150731,129,3,1.5,0,0.46,0.05,1,9,238
1235,14,150731,129,38,19,0,0.46,0.05,1,9,238
1236,15,150731,129,70,35,0,0.46,0.05,1,9,238
1237,36,150731,129,101,50.5,0,0.46,0.05,1,9,238
1238,1168,150731,129,138,69,0,0.46,0.05,1,9,238
1239,1169,150731,129,169,84.5,0,0.46,0.05,1,9,238
1240,1170,150731,129,201,100.5,0,0.46,0.05,1,9,238
1241,1171,150731,129,234,117,0,0.46,0.05,1,9,238
1242,1172,150731,129,260,130,0,0.46,0.05,1,9,238
1243,1173,150731,129,291,145.5,0,0.46,0.05,1,9,238
1244,1174,150731,129,321,160.5,0,0.46,0.05,1,9,238
1245,1175,150731,129,348,174,0,0.46,0.05,1,9,238
1246,1176,150731,129,376,188,0,0.46,0.05,1,9,238
1247,1178,150731,129,441,220.5,0,0.46,0.05,1,9,238
1248,1179,150731,130,2,1,1,0.4,-0.14,0,9,163
1249,1180,150731,130,33,16.5,1,0.4,-0.14,0,9,163
1250,1181,150731,130,62,31,1,0.4,-0.14,0,9,163
1251,1182,150731,130,94,47,1,0.4,-0.14,0,9,163
1252,1183,150731,130,123,61.5,1,0.4,-0.14,0,9,163
1253,1184,150731,130,150,75,1,0.4,-0.14,0,9,163
1254,1185,150731,130,177,88.5,1,0.4,-0.14,0,9,163
1255,1186,150731,130,208,104,1,0.4,-0.14,0,9,163
1256,1187,150731,130,239,119.5,1,0.4,-0.14,0,9,163
1257,1188,150731,130,271,135.5,1,0.4,-0.14,0,9,163
1258,1189,150731,130,296,148,1,0.4,-0.14,0,9,163
1259,1190,150731,131,3,1.5,2,0.82,0.18,1,9,100
1260,1191,150731,131,31,15.5,2,0.82,0.18,1,9,100
1261,1192,150731,131,60,30,2,0.82,0.18,1,9,100
1262,1193,150731,131,91,45.5,2,0.82,0.18,1,9,100
1263,1194,150731,131,119,59.5,2,0.82,0.18,1,9,100
1264,1195,150731,131,151,75.5,2,0.82,0.18,1,9,100
1265,2331,150731,131,178,89,2,0.82,0.18,1,9,100
1266,0,150731,132,3,1.5,3,0.4,0.22,0,9,179
1267,1196,150731,132,12,6,3,0.4,0.22,0,9,179
1268,1,150731,132,32,16,3,0.4,0.22,0,9,179
1269,1197,150731,132,40,20,3,0.4,0.22,0,9,179
1270,2,150731,132,61,30.5,3,0.4,0.22,0,9,179
1271,1198,150731,132,72,36,3,0.4,0.22,0,9,179
1272,3,150731,132,91,45.5,3,0.4,0.22,0,9,179
1273,1199,150731,132,99,49.5,3,0.4,0.22,0,9,179
1274,4,150731,132,116,58,3,0.4,0.22,0,9,179
1275,1200,150731,132,124,62,3,0.4,0.22,0,9,179
1276,5,150731,132,143,71.5,3,0.4,0.22,0,9,179
1277,1201,150731,132,150,75,3,0.4,0.22,0,9,179
1278,6,150731,132,170,85,3,0.4,0.22,0,9,179
1279,1202,150731,132,177,88.5,3,0.4,0.22,0,9,179
1280,7,150731,132,197,98.5,3,0.4,0.22,0,9,179
1281,1203,150731,132,206,103,3,0.4,0.22,0,9,179
1282,8,150731,132,227,113.5,3,0.4,0.22,0,9,179
1283,1204,150731,132,236,118,3,0.4,0.22,0,9,179
1284,9,150731,132,257,128.5,3,0.4,0.22,0,9,179
1285,1205,150731,132,267,133.5,3,0.4,0.22,0,9,179
1286,10,150731,132,287,143.5,3,0.4,0.22,0,9,179
1287,1206,150731,132,295,147.5,3,0.4,0.22,0,9,179
1288,11,150731,132,324,162,3,0.4,0.22,0,9,179
1289,2333,150731,132,334,167,3,0.4,0.22,0,9,179
1290,1207,150731,133,9,4.5,4,0.81,0.26,1,9,241
1291,1208,150731,133,40,20,4,0.81,0.26,1,9,241
1292,1209,150731,133,68,34,4,0.81,0.26,1,9,241
1293,1210,150731,133,95,47.5,4,0.81,0.26,1,9,241
1294,1211,150731,133,129,64.5,4,0.81,0.26,1,9,241
1295,1212,150731,133,162,81,4,0.81,0.26,1,9,241
1296,1213,150731,133,194,97,4,0.81,0.26,1,9,241
1297,1214,150731,133,221,110.5,4,0.81,0.26,1,9,241
1298,1215,150731,133,252,126,4,0.81,0.26,1,9,241
1299,1216,150731,133,282,141,4,0.81,0.26,1,9,241
1300,1217,150731,133,309,154.5,4,0.81,0.26,1,9,241
1301,1218,150731,133,344,172,4,0.81,0.26,1,9,241
1302,1219,150731,133,377,188.5,4,0.81,0.26,1,9,241
1303,1220,150731,133,405,202.5,4,0.81,0.26,1,9,241
1304,1221,150731,133,432,216,4,0.81,0.26,1,9,241
1305,2334,150731,133,467,233.5,4,0.81,0.26,1,9,241
1306,2335,150731,134,11,5.5,5,0.72,0.53,0,9,326
1307,1222,150731,134,18,9,5,0.72,0.53,0,9,326
1308,1223,150731,134,51,25.5,5,0.72,0.53,0,9,326
1309,1224,150731,134,86,43,5,0.72,0.53,0,9,326
1310,1225,150731,134,121,60.5,5,0.72,0.53,0,9,326
1311,1226,150731,134,150,75,5,0.72,0.53,0,9,326
1312,1227,150731,134,181,90.5,5,0.72,0.53,0,9,326
1313,1228,150731,134,207,103.5,5,0.72,0.53,0,9,326
1314,1229,150731,134,243,121.5,5,0.72,0.53,0,9,326
1315,1230,150731,134,270,135,5,0.72,0.53,0,9,326
1316,1231,150731,134,305,152.5,5,0.72,0.53,0,9,326
1317,1232,150731,134,341,170.5,5,0.72,0.53,0,9,326
1318,1233,150731,134,368,184,5,0.72,0.53,0,9,326
1319,1234,150731,134,401,200.5,5,0.72,0.53,0,9,326
1320,1235,150731,134,434,217,5,0.72,0.53,0,9,326
1321,1236,150731,134,468,234,5,0.72,0.53,0,9,326
1322,1237,150731,134,496,248,5,0.72,0.53,0,9,326
1323,1238,150731,134,531,265.5,5,0.72,0.53,0,9,326
1324,1239,150731,134,569,284.5,5,0.72,0.53,0,9,326
1325,1240,150731,134,598,299,5,0.72,0.53,0,9,326
1326,2336,150731,134,630,315,5,0.72,0.53,0,9,326
1327,1241,150731,135,7,3.5,6,0.63,0.02,1,9,81
1328,1242,150731,135,38,19,6,0.63,0.02,1,9,81
1329,1243,150731,135,70,35,6,0.63,0.02,1,9,81
1330,1244,150731,135,95,47.5,6,0.63,0.02,1,9,81
1331,1245,150731,135,127,63.5,6,0.63,0.02,1,9,81
1332,2337,150731,136,19,9.5,7,0.54,0.13,0,9,45
1333,1246,150731,136,24,12,7,0.54,0.13,0,9,45
1334,1247,150731,136,51,25.5,7,0.54,0.13,0,9,45
1335,2338,150731,136,77,38.5,7,0.54,0.13,0,9,45
1336,2339,150731,137,10,5,8,0.53,0.07,1,9,164
1337,1248,150731,137,14,7,8,0.53,0.07,1,9,164
1338,1249,150731,137,44,22,8,0.53,0.07,1,9,164
1339,1250,150731,137,77,38.5,8,0.53,0.07,1,9,164
1340,1251,150731,137,111,55.5,8,0.53,0.07,1,9,164
1341,1252,150731,137,143,71.5,8,0.53,0.07,1,9,164
1342,1253,150731,137,170,85,8,0.53,0.07,1,9,164
1343,1254,150731,137,211,105.5,8,0.53,0.07,1,9,164
1344,1255,150731,137,246,123,8,0.53,0.07,1,9,164
1345,1256,150731,137,274,137,8,0.53,0.07,1,9,164
1346,1257,150731,137,304,152,8,0.53,0.07,1,9,164
1347,37,150801,139,2,1,0,0.66,0.18,1,8,169
1348,1258,150801,139,29,14.5,0,0.66,0.18,1,8,169
1349,1259,150801,139,55,27.5,0,0.66,0.18,1,8,169
1350,1260,150801,139,83,41.5,0,0.66,0.18,1,8,169
1351,1261,150801,139,118,59,0,0.66,0.18,1,8,169
1352,1262,150801,139,150,75,0,0.66,0.18,1,8,169
1353,1263,150801,139,181,90.5,0,0.66,0.18,1,8,169
1354,1264,150801,139,213,106.5,0,0.66,0.18,1,8,169
1355,1265,150801,139,242,121,0,0.66,0.18,1,8,169
1356,1266,150801,139,271,135.5,0,0.66,0.18,1,8,169
1357,1267,150801,139,300,150,0,0.66,0.18,1,8,169
1358,2340,150801,139,325,162.5,0,0.66,0.18,1,8,169
1359,2341,150801,140,11,5.5,1,0.79,0.45,0,8,197
1360,1268,150801,140,16,8,1,0.79,0.45,0,8,197
1361,1269,150801,140,44,22,1,0.79,0.45,0,8,197
1362,1270,150801,140,69,34.5,1,0.79,0.45,0,8,197
1363,1271,150801,140,97,48.5,1,0.79,0.45,0,8,197
1364,1272,150801,140,127,63.5,1,0.79,0.45,0,8,197
